Identifier,Identifier ARK#1,Title#1,Creator#1,CreatorLink#1,Creator#2,CreatorLink#2,Creator#3,CreatorLink#3,Creator#4,CreatorLink#4,Creator#5,CreatorLink#5,Creator#6,CreatorLink#6,Creator#7,CreatorLink#7,Creator#8,CreatorLink#8,Date#1,Extent#1,Format#2,FormatLink#2,Format#3,FormatLink#3,Description#1,Glacier Name#1,Glacier Latitude#1,Glacier Longitude#1,Glacier Name#2,Glacier Latitude#2,Glacier Longitude#2,Glacier Name#3,Glacier Latitude#3,Glacier Longitude#3,Glacier Name#4,Glacier Latitude#4,Glacier Longitude#4,Glacier Name#5,Glacier Latitude#5,Glacier Longitude#5,Glacier Name#6,Glacier Latitude#6,Glacier Longitude#6,Coverage#1,CoverageLink#1,Coverage#2,CoverageLink#2,Coverage#3,CoverageLink#3,Subject#1,SubjectLink#1,Subject#2,SubjectLink#2,Subject#3,SubjectLink#3,Type#1,TypeLink#1,Language#1,LanguageLink#1,Relation#1,RelationLink#1,Collection Name#1,Rights#1,RightsLink#1,Source#1,SourceLink#1,Source#2,SourceLink#2,ln_RECORDID
narv_barryRogerG_5025_388_11.pdf,https://ark.colorado.edu/ark:/47540/478c5r93r1mt,"Annual report of glacier measurements for 1951, Glacier National Park",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Beatty, M. E.",http://id.loc.gov/authorities/names/no96043386,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,1951,18 numbered pages ; 25 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Blackfoot (Jackson) Glacier,48.5895387,-113.6642939,Sperry,48.6231,-113.7614,Agassiz Glacier,48.9338961,-114.1578449,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,37
narv_barryRogerG_5025_388_12.pdf,https://ark.colorado.edu/ark:/47540/gc802465n4fr,"Annual report of glacier measurements for 1952, Glacier National Park",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Beatty, M. E.",http://id.loc.gov/authorities/names/no96043386,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,1952,25 numbered pages ; 38 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Blackfoot (Jackson) Glacier,48.5895387,-113.6642939,Sperry,48.6231,-113.7614,Agassiz Glacier,48.9338961,-114.1578449,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,38
narv_barryRogerG_5025_388_13.pdf,https://ark.colorado.edu/ark:/47540/6q166h94b5bj,"Annual report of glacier measurements for 1953, Glacier National Park",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Beatty, M. E.",http://id.loc.gov/authorities/names/no96043386,"Robinson, D. H.",local,"Colbert, Jesse L.",http://id.loc.gov/authorities/names/n85166925,,,,,,,,,1953,16 numbered pages ; 21 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,,,,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,39
narv_barryRogerG_5025_388_14.pdf,https://ark.colorado.edu/ark:/47540/360v8108w7tc,"Annual report of glacier measurements for 1954, Glacier National Park",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Beatty, M. E.",http://id.loc.gov/authorities/names/no96043386,"Robinson, D. H.",local,"Colbert, Jesse L.",http://id.loc.gov/authorities/names/n85166925,,,,,,,,,1954,17 numbered pages ; 32 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,,,,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,40
narv_barryRogerG_5025_388_15.pdf,https://ark.colorado.edu/ark:/47540/5g2p9z57z3t3,"Annual report of glacier measurements for 1956, Glacier National Park",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Robinson, Harry B.",local,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,"Dightman, R. A.",local,,,,,,,,,1956,40 numbered pages ; 57 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,41
narv_barryRogerG_5025_388_16.pdf,https://ark.colorado.edu/ark:/47540/pk0s1g9532nj,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1957-1958",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1957/1958,32 numbered pages ; 41 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,42
narv_barryRogerG_5025_388_17.pdf,https://ark.colorado.edu/ark:/47540/bj439d38p4q7,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1959",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1959,23 numbered pages ; 30 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,43
narv_barryRogerG_5025_388_18.pdf,https://ark.colorado.edu/ark:/47540/1r758z87v0r9,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1960",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1960/1961,15 numbered pages ; 21 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,44
narv_barryRogerG_5025_388_19.pdf,https://ark.colorado.edu/ark:/47540/fc3q7j47v0js,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1961",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1961/1962,16 numbered pages ; 23 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,45
narv_barryRogerG_5025_388_20.pdf,https://ark.colorado.edu/ark:/47540/946z1d17d8p0,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1962",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1962/1963,29 numbered pages ; 41 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,46
narv_barryRogerG_5025_388_21.pdf,https://ark.colorado.edu/ark:/47540/d06n5c58h9qk,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1963",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1963/1964,22 numbered pages ; 33 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,47
narv_barryRogerG_5025_388_22.pdf,https://ark.colorado.edu/ark:/47540/m94k0899n0gb,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1964",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1964/1965,18 numbered pages ; 26 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,48
narv_barryRogerG_5025_388_23.pdf,https://ark.colorado.edu/ark:/47540/b1461p6739bs,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1965",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1965/1966,22 numbered pages ; 28 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,49
narv_barryRogerG_5025_388_24.pdf,https://ark.colorado.edu/ark:/47540/t14h3j14c7md,"U.S. Geological Survey and U.S. National Park Service glacier observations Glacier National Park, 1966-1967",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Johnson, Arthur, 1903-1988",http://id.loc.gov/authorities/names/n80025946,,,,,,,,,,,,,1966/1967,31 numbered pages ; 38 unnumbered pages total,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Glacier National Park, Montana.",Grinnell Glacier,48.7507082,-113.7258317,Sperry,48.6231,-113.7614,,,,,,,,,,,,,"Glacier National Park Division (Glacier, Montana, United States, North America) (civil)",GNIS: 1940630,,,,,Glaciers--Montana,http://id.loc.gov/authorities/subjects/sh85055074,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,50
narv_barryRogerG_5025_389_01.pdf,https://ark.colorado.edu/ark:/47540/xq524626m2kd,"Report of glacier measurment, Yosemite National Park",United States. National Park Service,http://id.loc.gov/authorities/names/n79022809,"Beatty, M. E.",http://id.loc.gov/authorities/names/no96043386,"Anderson, Ralph H.",local,"Wolfe, Elwood K.",local,,,,,,,,,1940-10-02/1940-10-08,27 unnumbered pages,reports,http://vocab.getty.edu/page/aat/300027267,field notes,http://vocab.getty.edu/page/aat/300027201,"A report that provides the details of a survey conducted about glacial recession at Yosemite National Park, California.",Lyell Glacier,37.7429862,-119.269036,Maclure Glacier,37.7465215,-119.2831644,Dana Glacier,37.5402,-119.1304,,,,,,,,,,"Yosemite National Park (Mariposa, California, United States, North America) (national park)",http://vocab.getty.edu/page/tgn/7017627,,,,,Glaciers--California,http://id.loc.gov/authorities/subjects/sh2002007833,National parks and reserves,http://id.loc.gov/authorities/subjects/sh85090045,Ice,http://id.loc.gov/authorities/subjects/sh85063965,Manuscript,http://id.loc.gov/vocabulary/resourceTypes/man,English,http://id.loc.gov/vocabulary/iso639-2/eng,Roger G. Barry Glaciology Collection ArchivesSpace finding aid,https://archives.colorado.edu/repositories/2/archival_objects/140272,Roger G. Barry Glaciology Collection Expedition Notebooks and Reports 1890-1975,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,National Snow and Ice Data Center (U.S.),http://id.loc.gov/authorities/names/no91010713,American Geographical Society of New York. World Data Center A: Glaciology,http://id.loc.gov/authorities/names/n84146756,51
